2025-08-26 12:38:00.100 INFO  [http-nio-8080-exec-4] c.farmflow.config.AuditAwareConfig - AuditAwareConfig : getCurrentAuditor()
2025-08-26 12:38:00.593 INFO  [http-nio-8080-exec-6] com.farmflow.aspect.LoggingAspect - [2025-08-26 12:38:00] [req-11357414175788-515] [anonymous] [AuthServiceImpl.createUser()] Exiting method - Duration: 204 ms, Result: UserDTO(id=53, name=User_983723, email=user983723@example.com, password=$2a$10$Xq5eAmOd38jkal4vQhjRzeOcpNIlEAXGiFsIUScmd3R4MZ5Lnuxoe, phone=9000983723, image=null)
2025-08-26 12:38:00.594 INFO  [http-nio-8080-exec-6] com.farmflow.aspect.LoggingAspect - [2025-08-26 12:38:00] [req-11357414175788-515] [anonymous] [AuthController.create()] Exiting method - Duration: 205 ms, Result: <201 CREATED Created,{timestamp=2025-08-26T12:38:00.594384949, status=success, message=Operation Success, data=UserDTO(id=53, name=User_983723, email=user983723@example.com, password=$2a$10$Xq5eAmOd38jkal4vQhjRzeOcpNIlEAXGiFsIUScmd3R4MZ5Lnuxoe, phone=9000983723, image=null)},[]>
2025-08-26 12:38:00.623 INFO  [http-nio-8080-exec-8] c.farmflow.config.security.JwtFilter - JwtFilter : doFilterInternal() : Execution Start
2025-08-26 12:38:00.623 INFO  [http-nio-8080-exec-8] c.farmflow.config.security.JwtFilter - Message :/api/v1/auth
2025-08-26 12:38:00.624 INFO  [http-nio-8080-exec-8] c.farmflow.config.security.JwtFilter - JwtFilter : doFilterInternal() : Execution End
2025-08-26 12:38:00.626 WARN  [http-nio-8080-exec-8] com.farmflow.util.CommonUtil - No authenticated user found, returning null.
2025-08-26 12:38:00.626 WARN  [http-nio-8080-exec-8] com.farmflow.aspect.LoggingAspect - No authenticated user found, falling back to anonymous.
2025-08-26 12:38:00.627 INFO  [http-nio-8080-exec-8] com.farmflow.aspect.LoggingAspect - [2025-08-26 12:38:00] [req-11357654026767-6407] [anonymous] [AuthController.create()] Entering method - Args: [UserDTO(id=0, name=User_872861, email=user872861@example.com, password=password, phone=9000872861, image=null)]
2025-08-26 12:38:00.627 WARN  [http-nio-8080-exec-8] com.farmflow.util.CommonUtil - No authenticated user found, returning null.
2025-08-26 12:38:00.627 WARN  [http-nio-8080-exec-8] com.farmflow.aspect.LoggingAspect - No authenticated user found, falling back to anonymous.
2025-08-26 12:38:00.627 INFO  [http-nio-8080-exec-8] com.farmflow.aspect.LoggingAspect - [2025-08-26 12:38:00] [req-11357654026767-6407] [anonymous] [AuthServiceImpl.createUser()] Entering method - Args: [UserDTO(id=0, name=User_872861, email=user872861@example.com, password=password, phone=9000872861, image=null)]
2025-08-26 12:38:00.808 INFO  [http-nio-8080-exec-8] c.farmflow.config.AuditAwareConfig - AuditAwareConfig : getCurrentAuditor()
2025-08-26 12:38:00.819 INFO  [http-nio-8080-exec-8] com.farmflow.aspect.LoggingAspect - [2025-08-26 12:38:00] [req-11357654026767-6407] [anonymous] [AuthServiceImpl.createUser()] Exiting method - Duration: 192 ms, Result: UserDTO(id=54, name=User_872861, email=user872861@example.com, password=$2a$10$Fbk7iiUwNPJtuOAmHikg/eVsXm8gimyQ2D5tjggCBmoiaExu4xDGC, phone=9000872861, image=null)
2025-08-26 12:38:00.820 INFO  [http-nio-8080-exec-8] com.farmflow.aspect.LoggingAspect - [2025-08-26 12:38:00] [req-11357654026767-6407] [anonymous] [AuthController.create()] Exiting method - Duration: 193 ms, Result: <201 CREATED Created,{timestamp=2025-08-26T12:38:00.820127874, status=success, message=Operation Success, data=UserDTO(id=54, name=User_872861, email=user872861@example.com, password=$2a$10$Fbk7iiUwNPJtuOAmHikg/eVsXm8gimyQ2D5tjggCBmoiaExu4xDGC, phone=9000872861, image=null)},[]>
2025-08-26 12:38:00.849 INFO  [http-nio-8080-exec-7] c.farmflow.config.security.JwtFilter - JwtFilter : doFilterInternal() : Execution Start
2025-08-26 12:38:00.850 INFO  [http-nio-8080-exec-7] c.farmflow.config.security.JwtFilter - Message :/api/v1/auth
2025-08-26 12:38:00.850 INFO  [http-nio-8080-exec-7] c.farmflow.config.security.JwtFilter - JwtFilter : doFilterInternal() : Execution End
2025-08-26 12:38:00.853 WARN  [http-nio-8080-exec-7] com.farmflow.util.CommonUtil - No authenticated user found, returning null.
2025-08-26 12:38:00.853 WARN  [http-nio-8080-exec-7] com.farmflow.aspect.LoggingAspect - No authenticated user found, falling back to anonymous.
2025-08-26 12:38:00.854 INFO  [http-nio-8080-exec-7] com.farmflow.aspect.LoggingAspect - [2025-08-26 12:38:00] [req-11357880837952-4341] [anonymous] [AuthController.create()] Entering method - Args: [UserDTO(id=0, name=User_394007, email=user394007@example.com, password=password, phone=9000394007, image=null)]
2025-08-26 12:38:00.854 WARN  [http-nio-8080-exec-7] com.farmflow.util.CommonUtil - No authenticated user found, returning null.
2025-08-26 12:38:00.854 WARN  [http-nio-8080-exec-7] com.farmflow.aspect.LoggingAspect - No authenticated user found, falling back to anonymous.
2025-08-26 12:38:00.854 INFO  [http-nio-8080-exec-7] com.farmflow.aspect.LoggingAspect - [2025-08-26 12:38:00] [req-11357880837952-4341] [anonymous] [AuthServiceImpl.createUser()] Entering method - Args: [UserDTO(id=0, name=User_394007, email=user394007@example.com, password=password, phone=9000394007, image=null)]
2025-08-26 12:38:01.037 INFO  [http-nio-8080-exec-7] c.farmflow.config.AuditAwareConfig - AuditAwareConfig : getCurrentAuditor()
2025-08-26 12:38:01.057 INFO  [http-nio-8080-exec-7] com.farmflow.aspect.LoggingAspect - [2025-08-26 12:38:00] [req-11357880837952-4341] [anonymous] [AuthServiceImpl.createUser()] Exiting method - Duration: 203 ms, Result: UserDTO(id=55, name=User_394007, email=user394007@example.com, password=$2a$10$RhQRrB1PmDJ.A/KFWsuyaOcDZO/Xo29fSotm25ylsjPlckbNgbbUG, phone=9000394007, image=null)
2025-08-26 12:38:01.058 INFO  [http-nio-8080-exec-7] com.farmflow.aspect.LoggingAspect - [2025-08-26 12:38:00] [req-11357880837952-4341] [anonymous] [AuthController.create()] Exiting method - Duration: 204 ms, Result: <201 CREATED Created,{timestamp=2025-08-26T12:38:01.057999414, status=success, message=Operation Success, data=UserDTO(id=55, name=User_394007, email=user394007@example.com, password=$2a$10$RhQRrB1PmDJ.A/KFWsuyaOcDZO/Xo29fSotm25ylsjPlckbNgbbUG, phone=9000394007, image=null)},[]>
2025-08-26 12:38:01.092 INFO  [http-nio-8080-exec-9] c.farmflow.config.security.JwtFilter - JwtFilter : doFilterInternal() : Execution Start
2025-08-26 12:38:01.093 INFO  [http-nio-8080-exec-9] c.farmflow.config.security.JwtFilter - Message :/api/v1/auth
2025-08-26 12:38:01.093 INFO  [http-nio-8080-exec-9] c.farmflow.config.security.JwtFilter - JwtFilter : doFilterInternal() : Execution End
2025-08-26 12:38:01.096 WARN  [http-nio-8080-exec-9] com.farmflow.util.CommonUtil - No authenticated user found, returning null.
2025-08-26 12:38:01.096 WARN  [http-nio-8080-exec-9] com.farmflow.aspect.LoggingAspect - No authenticated user found, falling back to anonymous.
2025-08-26 12:38:01.096 INFO  [http-nio-8080-exec-9] com.farmflow.aspect.LoggingAspect - [2025-08-26 12:38:01] [req-11358123739992-2661] [anonymous] [AuthController.create()] Entering method - Args: [UserDTO(id=0, name=User_199108, email=user199108@example.com, password=password, phone=9000199108, image=null)]
2025-08-26 12:38:01.097 WARN  [http-nio-8080-exec-9] com.farmflow.util.CommonUtil - No authenticated user found, returning null.
2025-08-26 12:38:01.097 WARN  [http-nio-8080-exec-9] com.farmflow.aspect.LoggingAspect - No authenticated user found, falling back to anonymous.
2025-08-26 12:38:01.097 INFO  [http-nio-8080-exec-9] com.farmflow.aspect.LoggingAspect - [2025-08-26 12:38:01] [req-11358123739992-2661] [anonymous] [AuthServiceImpl.createUser()] Entering method - Args: [UserDTO(id=0, name=User_199108, email=user199108@example.com, password=password, phone=9000199108, image=null)]
2025-08-26 12:38:01.329 INFO  [http-nio-8080-exec-9] c.farmflow.config.AuditAwareConfig - AuditAwareConfig : getCurrentAuditor()
2025-08-26 12:38:01.340 INFO  [http-nio-8080-exec-9] com.farmflow.aspect.LoggingAspect - [2025-08-26 12:38:01] [req-11358123739992-2661] [anonymous] [AuthServiceImpl.createUser()] Exiting method - Duration: 243 ms, Result: UserDTO(id=56, name=User_199108, email=user199108@example.com, password=$2a$10$mQ3fEZ0qj8scbI7hGPTuxeHpCDQmgzwUVQhYNrN7Lsa0XAm7iTkAq, phone=9000199108, image=null)
2025-08-26 12:38:01.341 INFO  [http-nio-8080-exec-9] com.farmflow.aspect.LoggingAspect - [2025-08-26 12:38:01] [req-11358123739992-2661] [anonymous] [AuthController.create()] Exiting method - Duration: 244 ms, Result: <201 CREATED Created,{timestamp=2025-08-26T12:38:01.341148770, status=success, message=Operation Success, data=UserDTO(id=56, name=User_199108, email=user199108@example.com, password=$2a$10$mQ3fEZ0qj8scbI7hGPTuxeHpCDQmgzwUVQhYNrN7Lsa0XAm7iTkAq, phone=9000199108, image=null)},[]>
2025-08-26 12:38:01.373 INFO  [http-nio-8080-exec-10] c.farmflow.config.security.JwtFilter - JwtFilter : doFilterInternal() : Execution Start
2025-08-26 12:38:01.374 INFO  [http-nio-8080-exec-10] c.farmflow.config.security.JwtFilter - Message :/api/v1/auth
2025-08-26 12:38:01.374 INFO  [http-nio-8080-exec-10] c.farmflow.config.security.JwtFilter - JwtFilter : doFilterInternal() : Execution End
2025-08-26 12:38:01.377 WARN  [http-nio-8080-exec-10] com.farmflow.util.CommonUtil - No authenticated user found, returning null.
2025-08-26 12:38:01.377 WARN  [http-nio-8080-exec-10] com.farmflow.aspect.LoggingAspect - No authenticated user found, falling back to anonymous.
2025-08-26 12:38:01.377 INFO  [http-nio-8080-exec-10] com.farmflow.aspect.LoggingAspect - [2025-08-26 12:38:01] [req-11358404865657-1652] [anonymous] [AuthController.create()] Entering method - Args: [UserDTO(id=0, name=User_410769, email=user410769@example.com, password=password, phone=9000410769, image=null)]
2025-08-26 12:38:01.378 WARN  [http-nio-8080-exec-10] com.farmflow.util.CommonUtil - No authenticated user found, returning null.
2025-08-26 12:38:01.378 WARN  [http-nio-8080-exec-10] com.farmflow.aspect.LoggingAspect - No authenticated user found, falling back to anonymous.
2025-08-26 12:38:01.378 INFO  [http-nio-8080-exec-10] com.farmflow.aspect.LoggingAspect - [2025-08-26 12:38:01] [req-11358404865657-1652] [anonymous] [AuthServiceImpl.createUser()] Entering method - Args: [UserDTO(id=0, name=User_410769, email=user410769@example.com, password=password, phone=9000410769, image=null)]
2025-08-26 12:38:01.552 INFO  [http-nio-8080-exec-10] c.farmflow.config.AuditAwareConfig - AuditAwareConfig : getCurrentAuditor()
2025-08-26 12:38:01.564 INFO  [http-nio-8080-exec-10] com.farmflow.aspect.LoggingAspect - [2025-08-26 12:38:01] [req-11358404865657-1652] [anonymous] [AuthServiceImpl.createUser()] Exiting method - Duration: 186 ms, Result: UserDTO(id=57, name=User_410769, email=user410769@example.com, password=$2a$10$EN9Ym3jLVXj8scJv182nCuPALAUuZPxqWLY7QqYvj9nz9ldqA.uxe, phone=9000410769, image=null)
2025-08-26 12:38:01.564 INFO  [http-nio-8080-exec-10] com.farmflow.aspect.LoggingAspect - [2025-08-26 12:38:01] [req-11358404865657-1652] [anonymous] [AuthController.create()] Exiting method - Duration: 187 ms, Result: <201 CREATED Created,{timestamp=2025-08-26T12:38:01.564883326, status=success, message=Operation Success, data=UserDTO(id=57, name=User_410769, email=user410769@example.com, password=$2a$10$EN9Ym3jLVXj8scJv182nCuPALAUuZPxqWLY7QqYvj9nz9ldqA.uxe, phone=9000410769, image=null)},[]>
2025-08-26 12:38:01.597 INFO  [http-nio-8080-exec-1] c.farmflow.config.security.JwtFilter - JwtFilter : doFilterInternal() : Execution Start
2025-08-26 12:38:01.598 INFO  [http-nio-8080-exec-1] c.farmflow.config.security.JwtFilter - Message :/api/v1/auth
2025-08-26 12:38:01.598 INFO  [http-nio-8080-exec-1] c.farmflow.config.security.JwtFilter - JwtFilter : doFilterInternal() : Execution End
2025-08-26 12:38:01.601 WARN  [http-nio-8080-exec-1] com.farmflow.util.CommonUtil - No authenticated user found, returning null.
2025-08-26 12:38:01.601 WARN  [http-nio-8080-exec-1] com.farmflow.aspect.LoggingAspect - No authenticated user found, falling back to anonymous.
2025-08-26 12:38:01.603 INFO  [http-nio-8080-exec-1] com.farmflow.aspect.LoggingAspect - [2025-08-26 12:38:01] [req-11358629416764-4303] [anonymous] [AuthController.create()] Entering method - Args: [UserDTO(id=0, name=User_848557, email=user848557@example.com, password=password, phone=9000848557, image=null)]
2025-08-26 12:38:01.603 WARN  [http-nio-8080-exec-1] com.farmflow.util.CommonUtil - No authenticated user found, returning null.
2025-08-26 12:38:01.603 WARN  [http-nio-8080-exec-1] com.farmflow.aspect.LoggingAspect - No authenticated user found, falling back to anonymous.
2025-08-26 12:38:01.603 INFO  [http-nio-8080-exec-1] com.farmflow.aspect.LoggingAspect - [2025-08-26 12:38:01] [req-11358629416764-4303] [anonymous] [AuthServiceImpl.createUser()] Entering method - Args: [UserDTO(id=0, name=User_848557, email=user848557@example.com, password=password, phone=9000848557, image=null)]
2025-08-26 12:38:01.769 INFO  [http-nio-8080-exec-1] c.farmflow.config.AuditAwareConfig - AuditAwareConfig : getCurrentAuditor()
2025-08-26 12:38:01.783 INFO  [http-nio-8080-exec-1] com.farmflow.aspect.LoggingAspect - [2025-08-26 12:38:01] [req-11358629416764-4303] [anonymous] [AuthServiceImpl.createUser()] Exiting method - Duration: 179 ms, Result: UserDTO(id=58, name=User_848557, email=user848557@example.com, password=$2a$10$xraSwB0nYTn3q/w0tdzw.OfFovymR14.krDpLZpE9pJPL2GnHThxm, phone=9000848557, image=null)
2025-08-26 12:38:01.783 INFO  [http-nio-8080-exec-1] com.farmflow.aspect.LoggingAspect - [2025-08-26 12:38:01] [req-11358629416764-4303] [anonymous] [AuthController.create()] Exiting method - Duration: 180 ms, Result: <201 CREATED Created,{timestamp=2025-08-26T12:38:01.783777298, status=success, message=Operation Success, data=UserDTO(id=58, name=User_848557, email=user848557@example.com, password=$2a$10$xraSwB0nYTn3q/w0tdzw.OfFovymR14.krDpLZpE9pJPL2GnHThxm, phone=9000848557, image=null)},[]>
2025-08-26 12:38:01.816 INFO  [http-nio-8080-exec-2] c.farmflow.config.security.JwtFilter - JwtFilter : doFilterInternal() : Execution Start
2025-08-26 12:38:01.817 INFO  [http-nio-8080-exec-2] c.farmflow.config.security.JwtFilter - Message :/api/v1/auth
2025-08-26 12:38:01.817 INFO  [http-nio-8080-exec-2] c.farmflow.config.security.JwtFilter - JwtFilter : doFilterInternal() : Execution End
2025-08-26 12:38:01.819 WARN  [http-nio-8080-exec-2] com.farmflow.util.CommonUtil - No authenticated user found, returning null.
2025-08-26 12:38:01.820 WARN  [http-nio-8080-exec-2] com.farmflow.aspect.LoggingAspect - No authenticated user found, falling back to anonymous.
2025-08-26 12:38:01.820 INFO  [http-nio-8080-exec-2] com.farmflow.aspect.LoggingAspect - [2025-08-26 12:38:01] [req-11358847697625-3339] [anonymous] [AuthController.create()] Entering method - Args: [UserDTO(id=0, name=User_702028, email=user702028@example.com, password=password, phone=9000702028, image=null)]
2025-08-26 12:38:01.820 WARN  [http-nio-8080-exec-2] com.farmflow.util.CommonUtil - No authenticated user found, returning null.
2025-08-26 12:38:01.821 WARN  [http-nio-8080-exec-2] com.farmflow.aspect.LoggingAspect - No authenticated user found, falling back to anonymous.
2025-08-26 12:38:01.821 INFO  [http-nio-8080-exec-2] com.farmflow.aspect.LoggingAspect - [2025-08-26 12:38:01] [req-11358847697625-3339] [anonymous] [AuthServiceImpl.createUser()] Entering method - Args: [UserDTO(id=0, name=User_702028, email=user702028@example.com, password=password, phone=9000702028, image=null)]
2025-08-26 12:38:01.996 INFO  [http-nio-8080-exec-2] c.farmflow.config.AuditAwareConfig - AuditAwareConfig : getCurrentAuditor()
2025-08-26 12:38:02.007 INFO  [http-nio-8080-exec-2] com.farmflow.aspect.LoggingAspect - [2025-08-26 12:38:01] [req-11358847697625-3339] [anonymous] [AuthServiceImpl.createUser()] Exiting method - Duration: 184 ms, Result: UserDTO(id=59, name=User_702028, email=user702028@example.com, password=$2a$10$.WQftKgRFhc3TgFRiCKeo.JXfRHwKbxn4aQ.VdbAtzG0HndN06r.m, phone=9000702028, image=null)
2025-08-26 12:38:02.007 INFO  [http-nio-8080-exec-2] com.farmflow.aspect.LoggingAspect - [2025-08-26 12:38:01] [req-11358847697625-3339] [anonymous] [AuthController.create()] Exiting method - Duration: 187 ms, Result: <201 CREATED Created,{timestamp=2025-08-26T12:38:02.007565609, status=success, message=Operation Success, data=UserDTO(id=59, name=User_702028, email=user702028@example.com, password=$2a$10$.WQftKgRFhc3TgFRiCKeo.JXfRHwKbxn4aQ.VdbAtzG0HndN06r.m, phone=9000702028, image=null)},[]>
2025-08-26 12:38:02.038 INFO  [http-nio-8080-exec-3] c.farmflow.config.security.JwtFilter - JwtFilter : doFilterInternal() : Execution Start
2025-08-26 12:38:02.038 INFO  [http-nio-8080-exec-3] c.farmflow.config.security.JwtFilter - Message :/api/v1/auth
2025-08-26 12:38:02.039 INFO  [http-nio-8080-exec-3] c.farmflow.config.security.JwtFilter - JwtFilter : doFilterInternal() : Execution End
2025-08-26 12:38:02.041 WARN  [http-nio-8080-exec-3] com.farmflow.util.CommonUtil - No authenticated user found, returning null.
2025-08-26 12:38:02.041 WARN  [http-nio-8080-exec-3] com.farmflow.aspect.LoggingAspect - No authenticated user found, falling back to anonymous.
2025-08-26 12:38:02.042 INFO  [http-nio-8080-exec-3] com.farmflow.aspect.LoggingAspect - [2025-08-26 12:38:02] [req-11359069457173-2863] [anonymous] [AuthController.create()] Entering method - Args: [UserDTO(id=0, name=User_28007, email=user28007@example.com, password=password, phone=9000028007, image=null)]
2025-08-26 12:38:02.042 WARN  [http-nio-8080-exec-3] com.farmflow.util.CommonUtil - No authenticated user found, returning null.
2025-08-26 12:38:02.042 WARN  [http-nio-8080-exec-3] com.farmflow.aspect.LoggingAspect - No authenticated user found, falling back to anonymous.
2025-08-26 12:38:02.042 INFO  [http-nio-8080-exec-3] com.farmflow.aspect.LoggingAspect - [2025-08-26 12:38:02] [req-11359069457173-2863] [anonymous] [AuthServiceImpl.createUser()] Entering method - Args: [UserDTO(id=0, name=User_28007, email=user28007@example.com, password=password, phone=9000028007, image=null)]
2025-08-26 12:38:02.251 INFO  [http-nio-8080-exec-3] c.farmflow.config.AuditAwareConfig - AuditAwareConfig : getCurrentAuditor()
2025-08-26 12:38:02.265 INFO  [http-nio-8080-exec-3] com.farmflow.aspect.LoggingAspect - [2025-08-26 12:38:02] [req-11359069457173-2863] [anonymous] [AuthServiceImpl.createUser()] Exiting method - Duration: 223 ms, Result: UserDTO(id=60, name=User_28007, email=user28007@example.com, password=$2a$10$vgjx1u6LMeApWEHr1IZ8NOgBK7GpHKLoMIaIDalyoT5uZ0klyhzuS, phone=9000028007, image=null)
2025-08-26 12:38:02.266 INFO  [http-nio-8080-exec-3] com.farmflow.aspect.LoggingAspect - [2025-08-26 12:38:02] [req-11359069457173-2863] [anonymous] [AuthController.create()] Exiting method - Duration: 224 ms, Result: <201 CREATED Created,{timestamp=2025-08-26T12:38:02.266149883, status=success, message=Operation Success, data=UserDTO(id=60, name=User_28007, email=user28007@example.com, password=$2a$10$vgjx1u6LMeApWEHr1IZ8NOgBK7GpHKLoMIaIDalyoT5uZ0klyhzuS, phone=9000028007, image=null)},[]>
2025-08-26 12:38:02.302 INFO  [http-nio-8080-exec-4] c.farmflow.config.security.JwtFilter - JwtFilter : doFilterInternal() : Execution Start
2025-08-26 12:38:02.303 INFO  [http-nio-8080-exec-4] c.farmflow.config.security.JwtFilter - Message :/api/v1/auth
2025-08-26 12:38:02.303 INFO  [http-nio-8080-exec-4] c.farmflow.config.security.JwtFilter - JwtFilter : doFilterInternal() : Execution End
2025-08-26 12:38:02.305 WARN  [http-nio-8080-exec-4] com.farmflow.util.CommonUtil - No authenticated user found, returning null.
2025-08-26 12:38:02.306 WARN  [http-nio-8080-exec-4] com.farmflow.aspect.LoggingAspect - No authenticated user found, falling back to anonymous.
2025-08-26 12:38:02.306 INFO  [http-nio-8080-exec-4] com.farmflow.aspect.LoggingAspect - [2025-08-26 12:38:02] [req-11359333419029-3001] [anonymous] [AuthController.create()] Entering method - Args: [UserDTO(id=0, name=User_782680, email=user782680@example.com, password=password, phone=9000782680, image=null)]
2025-08-26 12:38:02.306 WARN  [http-nio-8080-exec-4] com.farmflow.util.CommonUtil - No authenticated user found, returning null.
2025-08-26 12:38:02.306 WARN  [http-nio-8080-exec-4] com.farmflow.aspect.LoggingAspect - No authenticated user found, falling back to anonymous.
2025-08-26 12:38:02.306 INFO  [http-nio-8080-exec-4] com.farmflow.aspect.LoggingAspect - [2025-08-26 12:38:02] [req-11359333419029-3001] [anonymous] [AuthServiceImpl.createUser()] Entering method - Args: [UserDTO(id=0, name=User_782680, email=user782680@example.com, password=password, phone=9000782680, image=null)]
2025-08-26 12:38:02.526 INFO  [http-nio-8080-exec-4] c.farmflow.config.AuditAwareConfig - AuditAwareConfig : getCurrentAuditor()
2025-08-26 12:38:02.537 INFO  [http-nio-8080-exec-4] com.farmflow.aspect.LoggingAspect - [2025-08-26 12:38:02] [req-11359333419029-3001] [anonymous] [AuthServiceImpl.createUser()] Exiting method - Duration: 231 ms, Result: UserDTO(id=61, name=User_782680, email=user782680@example.com, password=$2a$10$l1BzL2EMLfs4UmFrzVzhdO6jm2iFkU/MwpgLmxpzQR..ZLBbw4iB., phone=9000782680, image=null)
2025-08-26 12:38:02.537 INFO  [http-nio-8080-exec-4] com.farmflow.aspect.LoggingAspect - [2025-08-26 12:38:02] [req-11359333419029-3001] [anonymous] [AuthController.create()] Exiting method - Duration: 231 ms, Result: <201 CREATED Created,{timestamp=2025-08-26T12:38:02.537442537, status=success, message=Operation Success, data=UserDTO(id=61, name=User_782680, email=user782680@example.com, password=$2a$10$l1BzL2EMLfs4UmFrzVzhdO6jm2iFkU/MwpgLmxpzQR..ZLBbw4iB., phone=9000782680, image=null)},[]>
2025-08-26 12:38:02.569 INFO  [http-nio-8080-exec-5] c.farmflow.config.security.JwtFilter - JwtFilter : doFilterInternal() : Execution Start
